OBJECTID|Código de la remoción en masa|Región|Tipo de remoción en masa|Tipo de material|Clasificación de remoción en masa|Detonante|Día del evento|Mes de inicio del evento|Año del evento|Estación de ocurrencia del evento|Método de obtención de la información|Fuente de la información|Autor de la fuente|Nota|Enlace de documento asociado|Latitud|Longitud|Precisión de coordenadas
64|RM-2000-03-004|Los Lagos|Caída|Sin información|Caída indeterminada|Evento Sísmico|7|Noviembre|1837|Primavera (del 21-09 al 20-12)| |2000. El efecto de los desastres naturales en las ciudades Chilenas: Siglos XI Al XX. Cap. 5. SIGLO XIX|Petit-Breuilh, M.; Sernageomin| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-03.pdf|-41.92313278|-73.80434705|Coordenadas inexactas ubicadas a nivel de regiones o nacional
65|RM-2000-04-001|Atacama|Deslizamiento|Sin información|Deslizamiento indeterminado|Evento Sísmico|10|Noviembre|1922|Primavera (del 21-09 al 20-12)| |2000. El efecto de los desastres naturales en las ciudades Chilenas: Siglos XI Al XX. Cap. 6. SIGLO XX|Petit-Breuilh, M.; Sernageomin| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-04.pdf|-27.3763646|-70.33358022|Coordenadas inexactas ubicadas a nivel de regiones o nacional
66|RM-2000-04-002|Atacama|Deslizamiento|Sin información|Deslizamiento indeterminado|Evento Sísmico|7 al 11|Noviembre|1922|Primavera (del 21-09 al 20-12)| |2000. El efecto de los desastres naturales en las ciudades Chilenas: Siglos XI Al XX. Cap. 6. SIGLO XX|Petit-Breuilh, M.; Sernageomin| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-04.pdf|-26.34287581|-70.62683866|Coordenadas inexactas ubicadas en la provincia o región
67|RM-2000-04-003|Coquimbo|Deslizamiento|Sin información|Deslizamiento indeterminado|Evento Sísmico|10|Noviembre|1922|Primavera (del 21-09 al 20-12)| |2000. El efecto de los desastres naturales en las ciudades Chilenas: Siglos XI Al XX. Cap. 6. SIGLO XX|Petit-Breuilh, M.; Sernageomin| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-04.pdf|-29.96405834|-71.32803856|Coordenadas inexactas ubicadas a nivel de regiones o nacional
68|RM-2000-04-004|Coquimbo|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado|Evento Sísmico|6|Abril|1943|Otoño (del 21-03 al 20-06)| |2000. El efecto de los desastres naturales en las ciudades Chilenas: Siglos XI Al XX. Cap. 6. SIGLO XX|Petit-Breuilh, M.; Sernageomin| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-04.pdf|-31.6241319|-71.17366658|Coordenadas inexactas ubicadas en la ciudad o comuna
69|RM-2000-04-005|O'Higgins|Deslizamiento|Sin información|Deslizamiento indeterminado|Evento Sísmico|1|Diciembre|1928|Primavera (del 21-09 al 20-12)| |2000. El efecto de los desastres naturales en las ciudades Chilenas: Siglos XI Al XX. Cap. 6. SIGLO XX|Petit-Breuilh, M.; Sernageomin| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-04.pdf|-34.09659742|-70.34824836|Coordenadas inexactas ubicadas en la ciudad o comuna
70|RM-2000-04-006|Aysén|Deslizamiento|Sin información|Deslizamiento indeterminado|Sin información|21|Noviembre|1927|Primavera (del 21-09 al 20-12)| |2000. El efecto de los desastres naturales en las ciudades Chilenas: Siglos XI Al XX. Cap. 6. SIGLO XX|Petit-Breuilh, M.; Sernageomin| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-04.pdf|-44.51633954|-73.619452|Coordenadas inexactas ubicadas en la ciudad o comuna
71|RM-2000-05-001|Metropolitana|Flujo|Suelo/Sedimento|Flujo de detritos|Sin información| |Sin información|0|Sin información| |2000. Evaluación del peligro de flujo de detritos en la Quebrada Lo Cañas. Región Metropolitana.|Sepulveda, S. y Rebolledo, S.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-05.pdf|-33.52667001|-70.52704261|Coordenadas aproximadas al sector
72|RM-2000-06-001|Antofagasta|Flujo|Sin información|Flujo indeterminado|Lluvias|13|Junio|1940|Otoño (del 21-03 al 20-06)| |2000. Fernandez, J.C. Peligros geológicos del sector costero entre Paposo y Punta Grande, Región de Antofagasta.|Hauser, A.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-06.pdf|-25.40595382|-70.47222183|Coordenadas exactas
73|RM-2000-07-001|Antofagasta|Flujo|Sin información|Flujo indeterminado|Lluvias|19|Agosto|1930|Invierno (del 21-06 al 20-09)| |2000. Peligros geológicos del sector costero entre Paposo y Punta Grande, Región de Antofagasta.|Fernández, J.C.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-07.pdf|-25.49911108|-70.38324242|Coordenadas exactas
74|RM-2000-07-002|Antofagasta|Flujo|Suelo/Sedimento|Flujo indeterminado|Lluvias|18|Marzo|1991|Verano (del 21-12 al 20-03)| |2000. Peligros geológicos del sector costero entre Paposo y Punta Grande, Región de Antofagasta.|Fernández, J.C.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-07.pdf|-25.41180882|-70.48256213|Coordenadas aproximadas al sector
75|RM-2000-08-001|Metropolitana|Flujo|Suelo/Sedimento|Flujo indeterminado|Lluvias|14|Junio|2000|Otoño (del 21-03 al 20-06)| |2000. Primero y segundo informes preliminares de Evaluación del temporal pluvial que afectó Santiago el 14 de junio de 2000.|Antinao, J.; Fernández, J.C.; Iriarte, S.; Moreno, H.; Naranjo, J.A.; Santibáñez, I. y otros| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-08.pdf|-33.4655473|-70.53113444|Coordenadas exactas
76|RM-2000-08-002|Metropolitana|Caída|Roca|Caída de roca|Lluvias|14|Junio|2000|Otoño (del 21-03 al 20-06)| |2000. Primero y segundo informes preliminares de Evaluación del temporal pluvial que afectó Santiago el 14 de junio de 2000.|Antinao, J.; Fernández, J.C.; Iriarte, S.; Moreno, H.; Naranjo, J.A.; Santibáñez, I. y otros| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-08.pdf|-33.398199|-70.61700913|Coordenadas exactas
77|RM-2000-09-001|Antofagasta|Flujo|Sin información|Flujo indeterminado|Lluvias|25|Julio|1940|Invierno (del 21-06 al 20-09)| |2000. Remociones en Masa en Chile. Versión actualizada. Boletín 59.|Hauser, A.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-09.pdf|-22.0975806|-70.19566111|Coordenadas inexactas ubicadas en la ciudad o comuna
78|RM-2000-09-002|Antofagasta|Deslizamiento|Roca|Deslizamiento compuesto de roca|Sin información|18|Febrero|1969|Verano (del 21-12 al 20-03)| |2000. Remociones en Masa en Chile. Versión actualizada. Boletín 59.|Hoek, E. y Bray J.W in Hauser, A.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-09.pdf|-22.28931656|-68.88915662|Coordenadas aproximadas al sector
79|RM-2000-09-003|Antofagasta|Flujo|Suelo/Sedimento|Avalancha de detritos|Sin información| |Sin información|0|Sin información| |2000. Remociones en Masa en Chile. Versión actualizada. Boletín 59.|Naranjo, J.A.; Francis, P in Hauser, A.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-09.pdf|-25.16893741|-68.50716514|Coordenadas exactas
80|RM-2000-09-004|Atacama|Flujo|Sin información|Flujo indeterminado|Lluvias|17|Agosto|1997|Invierno (del 21-06 al 20-09)| |2000. Remociones en Masa en Chile. Versión actualizada. Boletín 59.|Naranjo J.A.; Varela, J. in Hauser, A.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-09.pdf|-27.35553691|-70.31487062|Coordenadas inexactas ubicadas en la ciudad o comuna
81|RM-2000-09-005|Coquimbo|Flujo|Sin información|Flujo indeterminado|Sin información|24|Marzo|1992|Otoño (del 21-03 al 20-06)| |2000. Remociones en Masa en Chile. Versión actualizada. Boletín 59.|Hauser, A.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-09.pdf|-30.37062461|-70.92117999|Coordenadas exactas
82|RM-2000-09-006|Coquimbo|Caída|Roca|Caída de roca|Carga en la corona de talud/ladera|15|Enero|2000|Verano (del 21-12 al 20-03)| |2000. Remociones en Masa en Chile. Versión actualizada. Boletín 59.|Hauser, A.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-09.pdf|-29.74570548|-69.96512774|Coordenadas exactas
83|RM-2000-09-007|Coquimbo|Deslizamiento|Sin información|Deslizamiento en cuña de roca|Lluvias| |Sin información|1999|Sin información| |2000. Remociones en Masa en Chile. Versión actualizada. Boletín 59.|Hauser, A.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-09.pdf|-29.71618582|-71.23176101|Coordenadas exactas
84|RM-2000-09-008|Coquimbo|Deslizamiento|Sin información|Deslizamiento indeterminado|Lluvias| |Sin información|1999|Sin información| |2000. Remociones en Masa en Chile. Versión actualizada. Boletín 59.|Hauser, A.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-09.pdf|-29.71623274|-71.2327232|Coordenadas exactas
85|RM-2000-09-009|Coquimbo|Flujo|Suelo/Sedimento|Flujo de barro|Sin información| |Sin información|1997|Sin información| |2000. Remociones en Masa en Chile. Versión actualizada. Boletín 59.|Hauser, A.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-09.pdf|-29.22254757|-71.01426685|Coordenadas exactas
86|RM-2000-09-010|Valparaíso|Flujo|Suelo/Sedimento|Flujo indeterminado|Lluvias|27|Diciembre|1995|Verano (del 21-12 al 20-03)| |2000. Remociones en Masa en Chile. Versión actualizada. Boletín 59.|Hauser, A.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-09.pdf|-32.90794342|-70.30865194|Coordenadas inexactas ubicadas en la ciudad o comuna
87|RM-2000-09-011|Valparaíso|Flujo|Suelo/Sedimento|Flujo de barro|Lluvias| |Agosto|1987|Invierno (del 21-06 al 20-09)|Observado en terreno|2000. Remociones en Masa en Chile. Versión actualizada. Boletín 59.|Hauser, A.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-09.pdf|-32.90658275|-70.28066049|Coordenadas exactas
88|RM-2000-09-012|Valparaíso|Caída|Roca|Caída de roca|Evento Sísmico|28|Marzo|1965|Otoño (del 21-03 al 20-06)| |2000. Remociones en Masa en Chile. Versión actualizada. Boletín 59.|Hauser, A.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-09.pdf|-32.86763251|-70.84959023|Coordenadas aproximadas al sector
89|RM-2000-09-013|Valparaíso|Deslizamiento|Sin información|Deslizamiento indeterminado|Sin información|11|Agosto|1965|Invierno (del 21-06 al 20-09)| |2000. Remociones en Masa en Chile. Versión actualizada. Boletín 59.|Hauser, A.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-09.pdf|-32.83596138|-70.12961918|Coordenadas aproximadas al sector
90|RM-2000-09-014|Valparaíso|Flujo|Suelo/Sedimento|Flujo indeterminado|Lluvias|3|Julio|1984|Invierno (del 21-06 al 20-09)| |2000. Remociones en Masa en Chile. Versión actualizada. Boletín 59.|Hauser, A.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-09.pdf|-32.82547962|-70.07121059|Coordenadas aproximadas al sector
91|RM-2000-09-015|O'Higgins|Flujo|Sin información|Flujo indeterminado|Sin información| |Sin información|0|Sin información| |2000. Remociones en Masa en Chile. Versión actualizada. Boletín 59.|Hauser, A.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-09.pdf|-34.75415292|-70.71207781|Coordenadas aproximadas al sector
92|RM-2000-09-016|Bío Bío|Caída|Roca|Caída de roca|Lluvias| |Junio|1991|Sin información| |2000. Remociones en Masa en Chile. Versión actualizada. Boletín 59.|Hauser, A.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-09.pdf|-36.75431657|-73.1031564|Coordenadas inexactas ubicadas en la ciudad o comuna
93|RM-2000-09-017|Araucanía|Flujo|Suelo/Sedimento|Flujo indeterminado|Sin información|2|Marzo|1964|Verano (del 21-12 al 20-03)| |2000. Remociones en Masa en Chile. Versión actualizada. Boletín 59.|Hauser, A.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-09.pdf|-39.53616303|-71.98398155|Coordenadas inexactas ubicadas en la ciudad o comuna
94|RM-2000-09-018|Araucanía|Flujo|Suelo/Sedimento|Flujo indeterminado|Sin información| |Diciembre|1971|Sin información| |2000. Remociones en Masa en Chile. Versión actualizada. Boletín 59.|Hauser, A.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-09.pdf|-39.33275141|-71.86959797|Coordenadas aproximadas al sector
95|RM-2000-09-019|Araucanía|Flujo|Suelo/Sedimento|Flujo indeterminado|Sin información|17 y 18|Octubre|1948|Primavera (del 21-09 al 20-12)| |2000. Remociones en Masa en Chile. Versión actualizada. Boletín 59.|Hauser, A.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-09.pdf|-39.35253188|-72.0238634|Coordenadas aproximadas al sector
96|RM-2000-09-020|Aysén|Flujo|Sin información|Flujo indeterminado|Deshielo|9|Agosto|1991|Invierno (del 21-06 al 20-09)| |2000. Remociones en Masa en Chile. Versión actualizada. Boletín 59.|Hauser, A.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-09.pdf|-45.87010176|-73.06215163|Coordenadas aproximadas al sector
97|RM-2000-09-021|Aysén|Deslizamiento|Sin información|Deslizamiento indeterminado|Evento Sísmico| |Mayo|1960|Otoño (del 21-03 al 20-06)| |2000. Remociones en Masa en Chile. Versión actualizada. Boletín 59.|Hauser, A.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-09.pdf|-46.42075847|-72.71517783|Coordenadas aproximadas al sector
98|RM-2000-09-022|Aysén|Flujo|Sin información|Flujo indeterminado|Deshielo|11|Agosto|1972|Invierno (del 21-06 al 20-09)| |2000. Remociones en Masa en Chile. Versión actualizada. Boletín 59.|Hauser, A.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-09.pdf|-45.86786085|-73.06429098|Coordenadas aproximadas al sector
99|RM-2000-09-023|Metropolitana|Flujo|Suelo/Sedimento|Flujo indeterminado|Lluvias|21 y 22|Febrero|1980|Verano (del 21-12 al 20-03)| |2000. Remociones en Masa en Chile. Versión actualizada. Boletín 59.|Hauser, A.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-09.pdf|-33.36941638|-70.39759665|Coordenadas aproximadas al sector
100|RM-2000-09-024|Metropolitana|Flujo|Suelo/Sedimento|Flujo indeterminado|Lluvias| |Julio|1981|Invierno (del 21-06 al 20-09)| |2000. Remociones en Masa en Chile. Versión actualizada. Boletín 59.|Hauser, A.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-09.pdf|-33.81458948|-70.21873785|Coordenadas aproximadas al sector
101|RM-2000-09-025|Metropolitana|Flujo|Suelo/Sedimento|Flujo indeterminado|Lluvias| |Sin información|1958|Sin información| |2000. Remociones en Masa en Chile. Versión actualizada. Boletín 59.|Hauser, A.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-09.pdf|-33.68521366|-70.10519759|Coordenadas aproximadas al sector
102|RM-2000-09-026|Metropolitana|Flujo|Suelo/Sedimento|Flujo de detritos|Lluvias|23 y 24|Abril|1997|Otoño (del 21-03 al 20-06)| |2000. Remociones en Masa en Chile. Versión actualizada. Boletín 59.|Hauser, A.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-09.pdf|-33.82727003|-70.07684764|Coordenadas aproximadas al sector
103|RM-2000-09-027|Metropolitana|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado|Lluvias| |Sin información|1958|Sin información| |2000. Remociones en Masa en Chile. Versión actualizada. Boletín 59.|Hauser, A.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-09.pdf|-33.61267353|-69.99943197|Coordenadas aproximadas al sector
104|RM-2000-09-028|Los Ríos|Flujo|Sin información|Flujo indeterminado|Sin información|21|Mayo|1960|Otoño (del 21-03 al 20-06)| |2000. Remociones en Masa en Chile. Versión actualizada. Boletín 59.|Hauser, A.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-09.pdf|-39.59848168|-71.95650942|Coordenadas aproximadas al sector
105|RM-2000-10-001|Metropolitana|Deslizamiento|Roca|Deslizamiento indeterminado|Lluvias| |Sin información|0|Sin información| |2000. Remociones en masa en el sector de Lagunillas, valle del río Maipo Región Metropolitana. Congreso Geológico Chileno 2000|Rebolledo, S.; Elgueta, S.; Vogel. M.; Vatin Perignon, N.; Kielffer, G.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-10.pdf|-33.62728353|-70.29568805|Coordenadas aproximadas al sector
106|RM-2000-11-001|Metropolitana|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado|Sin información| |Sin información|0|Sin información| |2000. Zonificación del peligro de remoción en masa en San José de Maipo, valle del río Maipo, Región Metropolitana. Congreso Geológico Chileno 2000|Rebolledo, S.; Elgueta, S.; Carrasco, N.; Vatin Perignon, N.; Kielffer, G.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2000-11.pdf|-33.62211008|-70.3463536|Coordenadas aproximadas al sector
107|RM-2001-01-001|Metropolitana|Flujo|Suelo/Sedimento|Flujo indeterminado|Lluvias| |Sin información|0|Sin información| |2001. Estudio de peligros de flujos de detritos en el área de El Alfalfal, cuenca del río Colorado, comuna San José de Maipo|Naranjo, J.A.; Fernández, J.C.; Antinao, J.L.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2001-01.pdf|-33.507422|-70.19955704|Coordenadas exactas
108|RM-2001-01-002|Metropolitana|Deslizamiento|Roca|Deslizamiento indeterminado|Deshielo|29|Noviembre|1987|Primavera (del 21-09 al 20-12)| |2001. Estudio de peligros de flujos de detritos en el área de El Alfalfal, cuenca del río Colorado, comuna San José de Maipo|Naranjo, J.A.; Fernández, J.C.; Antinao, J.L.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2001-01.pdf|-33.50200418|-70.18523982|Coordenadas aproximadas al sector
109|RM-2001-01-003|Metropolitana|Flujo|Suelo/Sedimento|Flujo indeterminado|Lluvias| |Sin información|0|Sin información| |2001. Estudio de peligros de flujos de detritos en el área de El Alfalfal, cuenca del río Colorado, comuna San José de Maipo|Naranjo, J.A.; Fernández, J.C.; Antinao, J.L.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2001-01.pdf|-33.49341497|-70.17611309|Coordenadas exactas
110|RM-2001-01-004|Metropolitana|Flujo|Suelo/Sedimento|Flujo indeterminado|Lluvias| |Sin información|0|Sin información| |2001. Estudio de peligros de flujos de detritos en el área de El Alfalfal, cuenca del río Colorado, comuna San José de Maipo|Naranjo, J.A.; Fernández, J.C.; Antinao, J.L.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2001-01.pdf|-33.49161248|-70.12448579|Coordenadas exactas
111|RM-2001-01-005|Metropolitana|Flujo|Suelo/Sedimento|Flujo indeterminado|Lluvias| |Sin información|0|Sin información| |2001. Estudio de peligros de flujos de detritos en el área de El Alfalfal, cuenca del río Colorado, comuna San José de Maipo|Naranjo, J.A.; Fernández, J.C.; Antinao, J.L.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2001-01.pdf|-33.50141282|-70.09769918|Coordenadas exactas
112|RM-2001-01-006|Metropolitana|Deslizamiento|Roca|Deslizamiento indeterminado|Lluvias|29|Noviembre|1987|Primavera (del 21-09 al 20-12)| |2001. Estudio de peligros de flujos de detritos en el área de El Alfalfal, cuenca del río Colorado, comuna San José de Maipo|Naranjo, J.A.; Fernández, J.C.; Antinao, J.L.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2001-01.pdf|-33.49606852|-70.07772778|Coordenadas exactas
113|RM-2001-01-007|Metropolitana|Deslizamiento|Roca|Deslizamiento indeterminado|Lluvias|29|Noviembre|1987|Primavera (del 21-09 al 20-12)| |2001. Estudio de peligros de flujos de detritos en el área de El Alfalfal, cuenca del río Colorado, comuna San José de Maipo|Naranjo, J.A.; Fernández, J.C.; Antinao, J.L.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2001-01.pdf|-33.48662939|-70.04356565|Coordenadas exactas
114|RM-2001-01-008|Metropolitana|Flujo|Suelo/Sedimento|Flujo indeterminado|Lluvias| |Sin información|0|Sin información| |2001. Estudio de peligros de flujos de detritos en el área de El Alfalfal, cuenca del río Colorado, comuna San José de Maipo|Naranjo, J.A.; Fernández, J.C.; Antinao, J.L.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2001-01.pdf|-33.44299693|-70.01837427|Coordenadas exactas
115|RM-2001-01-009|Metropolitana|Deslizamiento|Roca|Deslizamiento indeterminado|Lluvias|29|Noviembre|1987|Primavera (del 21-09 al 20-12)| |2001. Estudio de peligros de flujos de detritos en el área de El Alfalfal, cuenca del río Colorado, comuna San José de Maipo|Naranjo, J.A.; Fernández, J.C.; Antinao, J.L.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2001-01.pdf|-33.30900158|-70.01569653|Coordenadas exactas
